name,categories,coordinates
Patisserie 46,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.91975, 'longitude': -93.2848}"
Sprout Salad Company,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 44.9781382, 'longitude': -93.2709224}"
Pub 819,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 44.9495270869536, 'longitude': -93.4316419665781}"
Mango Bar & Grill,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 44.989307, 'longitude': -93.253464}"
Yeah Yeah Taco,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.95823, 'longitude': -93.278228}"
Delicious Chow Mein,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 45.00785, 'longitude': -93.3593999}"
Shingani Restaurant,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 44.9495679407229, 'longitude': -93.2829755544662}"
Simpls,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9745891, 'longitude': -93.2744389}"
Tortilleria La Perla Tortillas & Pozole,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9482251, 'longitude': -93.2530899}"
Mai Thai Restaurant,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 45.02498, 'longitude': -93.33079}"
Khyber Pass Cafe,"[{'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 44.9402249, 'longitude': -93.1667066}"
Mediterranean Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9680099487305, 'longitude': -93.2469329833984}"
The Bad Waitress,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.955688932504, 'longitude': -93.277689238804}"
Kips Irish Pub,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]","{'latitude': 44.975082, 'longitude': -93.408714}"
Hot Hands Pie & Biscuit,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.93312, 'longitude': -93.16659}"
Jimmy's Pro Billiards,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 45.04213, 'longitude': -93.2477}"
Sandy's Tavern,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.8829040527344, 'longitude': -93.3090133666992}"
Ahlan,"[{'alias': 'somali', 'title': 'Somali'}]","{'latitude': 44.96247, 'longitude': -93.23747}"
Turtle Bread Company,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.94131, 'longitude': -93.21236}"
Salsa A La Salsa,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9486927856642, 'longitude': -93.2606779450607}"
Potluck,"[{'alias': 'food_court', 'title': 'Food Court'}]","{'latitude': 45.0084759, 'longitude': -93.1650998}"
Pho Pasteur VN,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.96225, 'longitude': -93.16668}"
Leaning Tower of Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9592961, 'longitude': -93.2882582}"
Can Can Wonderland,"[{'alias': 'mini_golf', 'title': 'Mini Golf'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.964103, 'longitude': -93.183134}"
The Malt Shop,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 44.912173, 'longitude': -93.290083}"
Hamdi Somali Coffee,"[{'alias': 'somali', 'title': 'Somali'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 44.9501067, 'longitude': -93.283194}"
Memory Lanes & The Flashback Cafe,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.9564361572266, 'longitude': -93.2351379394531}"
Galaxy Drive-In,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 44.9363305, 'longitude': -93.377276}"
Bradstreet Craftshouse,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 44.8796744, 'longitude': -93.2016236}"
Hibachi Buffet,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.94767, 'longitude': -93.27604}"
Mary Ellen's Bistro,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 45.000687, 'longitude': -93.264436}"
Lake Wine Kitchen + Bar,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.884122, 'longitude': -93.211232}"
Dandelion Kitchen,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 44.97516, 'longitude': -93.27148}"
El Jefe Mexican Cuisine,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]","{'latitude': 44.9842147827148, 'longitude': -93.2402038574219}"
Wilde Café & Spirits,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.985692, 'longitude': -93.257821}"
Sea Change,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.978157, 'longitude': -93.255565}"
El Norteño,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9485816955566, 'longitude': -93.2150344848633}"
Deg Deg Grill Karmel Mall,"[{'alias': 'african', 'title': 'African'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'importedfood', 'title': 'Imported Food'}]","{'latitude': 44.949963, 'longitude': -93.2822952}"
Campiello - Eden Prairie,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.8863234009029, 'longitude': -93.4181485445804}"
Boiler Room Coffee,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9644248, 'longitude': -93.2729259}"
Nonna Rosa's,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 45.03123, 'longitude': -93.33889}"
Asian Max,"[{'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.97721, 'longitude': -93.268836}"
Which Wich,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.96279, 'longitude': -93.34807}"
Taqueria La Poblanita,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.948088, 'longitude': -93.250359}"
Thai Thai Street Food,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]","{'latitude': 44.9763259887695, 'longitude': -93.2705383300781}"
The Burger Place,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9765015450073, 'longitude': -93.2674449370382}"
Parkway Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.94937, 'longitude': -93.36029}"
Cafe Patteen,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 44.9736252, 'longitude': -93.271492}"
Broadway Pub & Grille,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9993483396927, 'longitude': -93.2805535197258}"
U Garden Restaurant and Event Center,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.9721927, 'longitude': -93.2172291}"
The Nicollet Diner,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9677531621226, 'longitude': -93.2778880171967}"
Hello Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.921912, 'longitude': -93.3294779}"
Jasmine Thai,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 45.03649, 'longitude': -93.24764}"
Captain Hook,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 45.0549291174965, 'longitude': -93.3702144026756}"
Burning Brothers Brewing,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 44.958813, 'longitude': -93.174204}"
A&J Fish & Chicken,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 44.94859, 'longitude': -93.26867}"
Buffalo Wild Wings,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 44.976016, 'longitude': -93.226801}"
Fast Eddies Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9165136995059, 'longitude': -93.2776775211096}"
Nelson Cheese & Deli,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9770050048828, 'longitude': -93.166259765625}"
Big Louie's Bar & Grill,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 45.048502128769, 'longitude': -93.357820656796}"
Jake's Street Grille,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.983334, 'longitude': -93.26667}"
Hop Wong,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 44.9493099, 'longitude': -93.26304}"
Shish Mediterranean Grill & Café,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 44.939773, 'longitude': -93.170654}"
Sun Street Breads,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.91944, 'longitude': -93.27834}"
Sarna's Classic Grill,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 45.04046, 'longitude': -93.2622}"
Good Earth,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 45.0112499, 'longitude': -93.1804}"
El Mariachi,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.95276, 'longitude': -93.27842}"
Tacos El Paraiso,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 45.0220720944966, 'longitude': -93.3816040679812}"
Burger Dive,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 45.013671, 'longitude': -93.17097}"
Gion Restaurant,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]","{'latitude': 45.0221549, 'longitude': -93.3990448}"
Zumbro Cafe,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 44.924565, 'longitude': -93.315071}"
Macs Fish & Chips,"[{'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 44.9916305541992, 'longitude': -93.1561813354492}"
Bunker's Music Bar & Grill,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.9882532656193, 'longitude': -93.2777841389179}"
Duck Duck Gray Truck,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 44.9790306091309, 'longitude': -93.2649307250977}"
Falafel King,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.9491430073769, 'longitude': -93.3207304163834}"
Red Stag Supperclub,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 44.990301, 'longitude': -93.253628}"
Monkey Temple - Tandoori Grill & Ale House,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.93312, 'longitude': -93.16659}"
Modern Times Café,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.94457, 'longitude': -93.26301}"
Los Padres Mexican Food,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.875335, 'longitude': -93.362394}"
Vitali's Cafe,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.9706868, 'longitude': -93.2783447}"
Morey's Seafood Int'l,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.98719, 'longitude': -93.392}"
The Loon Café,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.9803788, 'longitude': -93.2739825}"
Luci Ancora,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 44.9267899, 'longitude': -93.18764}"
Linden Hills Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 44.9219512939453, 'longitude': -93.3284454345703}"
Tailgate Sports Café,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.892668, 'longitude': -93.27866}"
Hoa Bien Vietnamese Restaurant,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 44.95603, 'longitude': -93.14748}"
Joe & The Juice,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 44.8840032416213, 'longitude': -93.2083946691537}"
Hickory Hog Grill and Smokehouse,"[{'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 45.039726, 'longitude': -93.219116}"
Camden Tavern and Grill,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 45.03873, 'longitude': -93.28787}"
Lucky's 13 Pub,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 45.0157060952172, 'longitude': -93.1738270819187}"
St. Louis Park American Legion Post 282,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.93855, 'longitude': -93.362597}"
Quba,"[{'alias': 'african', 'title': 'African'}]","{'latitude': 44.9688873291016, 'longitude': -93.2509460449219}"
JK's Table,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.86761, 'longitude': -93.35184}"
The Village Pub,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 45.0166975037566, 'longitude': -93.2180500030518}"
Axel's Restaurants,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.88801, 'longitude': -93.16136}"
